Repository,Issue Title,Issue URL
shibing624/dialogbot,shibing624/gpt2-dialogbot-base-chinese最大输入长度,https://github.com/shibing624/dialogbot/issues/5
shibing624/dialogbot,似乎现在爬虫机制会遭到安全验证导致searchbot回复不了正确答案？,https://github.com/shibing624/dialogbot/issues/4
shibing624/dialogbot,模型每次生成的回复不一样啊,https://github.com/shibing624/dialogbot/issues/3
alshedivat/keras-gp,A question about hyperparameters 'd' of Materniso kernel,https://github.com/alshedivat/keras-gp/issues/30
alshedivat/keras-gp,A question about hyperparameters,https://github.com/alshedivat/keras-gp/issues/29
alshedivat/keras-gp,A strange phenomenon when gp-lstm is applied to a simulated dataset,https://github.com/alshedivat/keras-gp/issues/27
alshedivat/keras-gp,P-Dimensional GP input shape,https://github.com/alshedivat/keras-gp/issues/25
alshedivat/keras-gp,missing startup.m in the gpml in the backend?,https://github.com/alshedivat/keras-gp/issues/24
alshedivat/keras-gp,Save and load trained keras-gp model,https://github.com/alshedivat/keras-gp/issues/23
alshedivat/keras-gp,Octave returned: error: Two few unique points.,https://github.com/alshedivat/keras-gp/issues/15
alshedivat/keras-gp,Inference not Converging msgp_mlp_kin40k.py,https://github.com/alshedivat/keras-gp/issues/14
alshedivat/keras-gp,Gaussian Process as non-final layer,https://github.com/alshedivat/keras-gp/issues/11
awslabs/Renate,Bump sphinx from 7.1.0 to 7.2.5,https://github.com/awslabs/Renate/pull/406
awslabs/Renate,"Update torchmetrics requirement from <0.11.5,>=0.11.0 to >=0.11.0,<1.1.2",https://github.com/awslabs/Renate/pull/405
awslabs/Renate,"Update pandas requirement from <2.0.4,>=1.4.0 to >=1.4.0,<2.1.1",https://github.com/awslabs/Renate/pull/404
awslabs/Renate,"Update pytorch-lightning requirement from <1.9.5,>=1.8.0 to >=1.8.0,<2.0.9",https://github.com/awslabs/Renate/pull/403
awslabs/Renate,Bump pytest from 7.4.0 to 7.4.1,https://github.com/awslabs/Renate/pull/402
awslabs/Renate,"Update boto3 requirement from <1.26.139,>=1.26.0 to >=1.26.0,<1.28.41",https://github.com/awslabs/Renate/pull/401
awslabs/Renate,"Update sagemaker requirement from <2.158.1,>=2.112.0 to >=2.112.0,<2.182.1",https://github.com/awslabs/Renate/pull/400
awslabs/Renate,Bump deepspeed from 0.9.1 to 0.10.2,https://github.com/awslabs/Renate/pull/399
awslabs/Renate,Bump actions/checkout from 3 to 4,https://github.com/awslabs/Renate/pull/398
awslabs/Renate,"Update transformers requirement from <4.31.1,>=4.31.0 to >=4.31.0,<4.32.2",https://github.com/awslabs/Renate/pull/396
awslabs/Renate,Bump aws-actions/configure-aws-credentials from 2 to 3,https://github.com/awslabs/Renate/pull/392
awslabs/Renate,Add schedule for alpha in offline ER,https://github.com/awslabs/Renate/pull/391
awslabs/Renate,Refactor Offline-ER to work with `collate_fn`,https://github.com/awslabs/Renate/pull/390
awslabs/Renate,S-Prompts for ViT and Text Transformers,https://github.com/awslabs/Renate/pull/388
awslabs/Renate,"Update scipy requirement from <1.11.2,>=1.9.0 to >=1.9.0,<1.11.3",https://github.com/awslabs/Renate/pull/382
awslabs/Renate,"Update tensorboardx requirement from <2.6.2,>=2.5.0 to >=2.5.0,<2.6.3",https://github.com/awslabs/Renate/pull/377
awslabs/Renate,"Update numpy requirement from <1.25.2,>=1.17.2 to >=1.17.2,<1.25.3",https://github.com/awslabs/Renate/pull/375
awslabs/Renate,Bump sphinx-paramlinks from 0.5.4 to 0.6.0,https://github.com/awslabs/Renate/pull/374
awslabs/Renate,"Update datasets requirement from <2.14.1,>=2.9.0 to >=2.9.0,<2.14.5",https://github.com/awslabs/Renate/pull/372
awslabs/Renate,Bump black from 23.3.0 to 23.7.0,https://github.com/awslabs/Renate/pull/369
awslabs/Renate,Distributed Testing,https://github.com/awslabs/Renate/pull/360
awslabs/Renate,Bump sphinx-autodoc-typehints from 1.23.0 to 1.24.0,https://github.com/awslabs/Renate/pull/353
awslabs/Renate,"Bump syne-tune[aws,gpsearchers] from 0.6.0 to 0.9.1",https://github.com/awslabs/Renate/pull/350
awslabs/Renate,"Update pillow requirement from <9.5.1,>=9.0 to >=9.0,<10.0.1",https://github.com/awslabs/Renate/pull/327
awslabs/Renate,Bump docutils from 0.19 to 0.20.1,https://github.com/awslabs/Renate/pull/258
awslabs/Renate,"Update torchvision requirement from <0.15.2,>=0.13.0 to >=0.13.0,<0.15.3",https://github.com/awslabs/Renate/pull/254
awslabs/Renate,Use more workers in DataLoader,https://github.com/awslabs/Renate/issues/251
awslabs/Renate,PEFT for Renate,https://github.com/awslabs/Renate/pull/243
awslabs/Renate,Expose choice of kernel in MMD shift detectors,https://github.com/awslabs/Renate/issues/240
awslabs/Renate,Registering buffers in Components,https://github.com/awslabs/Renate/issues/236
neuralhydrology/neuralhydrology,[BUG] nh-schedule-runs V.s. nh-run-scheduler,https://github.com/neuralhydrology/neuralhydrology/issues/138
ml-struct-bio/cryodrgn,ChimeraX volume series script ,https://github.com/ml-struct-bio/cryodrgn/issues/303
ml-struct-bio/cryodrgn,RuntimeError: KLD is nan,https://github.com/ml-struct-bio/cryodrgn/issues/302
ml-struct-bio/cryodrgn,landscape_analysis_full:  expected a 'cuda' device type for generator but found 'cpu' ,https://github.com/ml-struct-bio/cryodrgn/issues/300
ml-struct-bio/cryodrgn,cryodrgn searching for files in the wrong directory,https://github.com/ml-struct-bio/cryodrgn/issues/299
ml-struct-bio/cryodrgn,Zero-pad epoch numbers in output file names,https://github.com/ml-struct-bio/cryodrgn/issues/298
ml-struct-bio/cryodrgn,Clean intermediate files,https://github.com/ml-struct-bio/cryodrgn/issues/297
ml-struct-bio/cryodrgn,module 'cryodrgn.dataset' has no attribute 'load_particles',https://github.com/ml-struct-bio/cryodrgn/issues/296
ml-struct-bio/cryodrgn,Assertion error following downsampling,https://github.com/ml-struct-bio/cryodrgn/issues/295
ml-struct-bio/cryodrgn,High pass filter for encoder,https://github.com/ml-struct-bio/cryodrgn/issues/292
ml-struct-bio/cryodrgn,Move seaborn import into function to avoid slow load time,https://github.com/ml-struct-bio/cryodrgn/pull/291
ml-struct-bio/cryodrgn,not supporting getitem on ImageSource anymore,https://github.com/ml-struct-bio/cryodrgn/pull/288
ml-struct-bio/cryodrgn,"`train_vae` should dump an image at each epoch, and `train_{vae,nn}` should run `cryodrgn analyze` at the end.",https://github.com/ml-struct-bio/cryodrgn/issues/283
ml-struct-bio/cryodrgn,Null pointer dereference,https://github.com/ml-struct-bio/cryodrgn/issues/282
ml-struct-bio/cryodrgn,Add useful documentation in github issues to sphinx,https://github.com/ml-struct-bio/cryodrgn/issues/281
ml-struct-bio/cryodrgn,Remove duplicate module,https://github.com/ml-struct-bio/cryodrgn/pull/278
ml-struct-bio/cryodrgn,Install fails with jupyter lab build,https://github.com/ml-struct-bio/cryodrgn/issues/276
ml-struct-bio/cryodrgn,pytorch alternative install,https://github.com/ml-struct-bio/cryodrgn/issues/271
ml-struct-bio/cryodrgn,Investigate pandas incompatibility,https://github.com/ml-struct-bio/cryodrgn/issues/269
ml-struct-bio/cryodrgn,testing/unittest.sh doesn't work,https://github.com/ml-struct-bio/cryodrgn/issues/267
ml-struct-bio/cryodrgn,cryoDRGN_filtering.ipynb runs with errors,https://github.com/ml-struct-bio/cryodrgn/issues/265
ml-struct-bio/cryodrgn,Downsample and preprocess - warn if output not divisible by 8?,https://github.com/ml-struct-bio/cryodrgn/issues/259
ml-struct-bio/cryodrgn,Clean up ab initio argparse help,https://github.com/ml-struct-bio/cryodrgn/issues/258
ml-struct-bio/cryodrgn,Specify individual GPU for `train_vae`?,https://github.com/ml-struct-bio/cryodrgn/issues/257
ml-struct-bio/cryodrgn,Select based on UMAP values without jupyter notebook,https://github.com/ml-struct-bio/cryodrgn/issues/256
ml-struct-bio/cryodrgn,`analyze_landscape` fails after volume generation,https://github.com/ml-struct-bio/cryodrgn/issues/254
ml-struct-bio/cryodrgn,Support idealized imaging settings / toy datasets?,https://github.com/ml-struct-bio/cryodrgn/issues/253
ml-struct-bio/cryodrgn,Select particle subset during preprocess?,https://github.com/ml-struct-bio/cryodrgn/issues/249
ml-struct-bio/cryodrgn,Wrong format of the machine stamp in the generated .mrc files ,https://github.com/ml-struct-bio/cryodrgn/issues/248
ml-struct-bio/cryodrgn,Preprocessing uses huge memory with --max-threads > 1,https://github.com/ml-struct-bio/cryodrgn/issues/245
ml-struct-bio/cryodrgn,Normalization of datasets in lazy/eager cases,https://github.com/ml-struct-bio/cryodrgn/issues/244
javier-hernandezo/FaceQnet,Improving results with new dataset ,https://github.com/javier-hernandezo/FaceQnet/issues/21
javier-hernandezo/FaceQnet,Sort face quality scores and save as a csv file,https://github.com/javier-hernandezo/FaceQnet/pull/19
darkonhub/darkon,Apply darkon to CNN+LSTM,https://github.com/darkonhub/darkon/issues/51
darkonhub/darkon,Long time taken,https://github.com/darkonhub/darkon/issues/50
darkonhub/darkon,"Want to use other nets, like inception.",https://github.com/darkonhub/darkon/issues/48
darkonhub/darkon,want to merge dependency packages (opencv and scikit-image),https://github.com/darkonhub/darkon/issues/45
darkonhub/darkon,Returning the Hessian of the empirical risk,https://github.com/darkonhub/darkon/issues/30
darkonhub/darkon,function for perturbation ,https://github.com/darkonhub/darkon/issues/25
darkonhub/darkon,Parallel processing for fast execution,https://github.com/darkonhub/darkon/issues/14
darkonhub/darkon,test_batch required in InfluenceFeeder,https://github.com/darkonhub/darkon/issues/2
GitHub-HongweiZhang/prediction-flow,我发现在DIEN论文里它的book数据集可以达到84，为什么我使用了Auxloss，还是无法达到84的效果。,https://github.com/GitHub-HongweiZhang/prediction-flow/issues/36
GitHub-HongweiZhang/prediction-flow,"Possibility of adding DICE to replace prelu? Also, a small bug for the GPU implementation for newer PyTorch versions",https://github.com/GitHub-HongweiZhang/prediction-flow/issues/35
GitHub-HongweiZhang/prediction-flow,How to deal with the multiple lables?,https://github.com/GitHub-HongweiZhang/prediction-flow/issues/33
GitHub-HongweiZhang/prediction-flow,attendance one key and many values,https://github.com/GitHub-HongweiZhang/prediction-flow/issues/21
asdfjkl/neural_network_chess,Errata,https://github.com/asdfjkl/neural_network_chess/issues/1
larq/compute-engine,extra model size induced by non-parameter layer,https://github.com/larq/compute-engine/issues/773
larq/compute-engine,Bool input tensor,https://github.com/larq/compute-engine/issues/771
larq/compute-engine,Error while  performing benchmarking,https://github.com/larq/compute-engine/issues/770
larq/compute-engine,Suppress C++ compiler warnings,https://github.com/larq/compute-engine/pull/754
larq/compute-engine,"DoReFa quantizer with higher number of MACs/Ops, Grouped convs as custom ops on LCE 0.7.0",https://github.com/larq/compute-engine/issues/745
larq/compute-engine,`convert_keras_model()` does not work as expected for BinaryDenseNet37 Dilated and XNORNet,https://github.com/larq/compute-engine/issues/744
larq/compute-engine,LCEInterpreter and converter design,https://github.com/larq/compute-engine/issues/713
larq/compute-engine,Add support for bitpacked activations in optimized ARM32 kernels,https://github.com/larq/compute-engine/issues/647
larq/compute-engine,Warn users when converting models which can't be optimally accelerated,https://github.com/larq/compute-engine/issues/542
larq/compute-engine,Int8 default ranges break when a bconv is followed by a normal conv.,https://github.com/larq/compute-engine/issues/421
larq/compute-engine,Add MLIR verifier to BConv op,https://github.com/larq/compute-engine/issues/406
larq/compute-engine,RFC: Create a Packed datatype,https://github.com/larq/compute-engine/issues/325
larq/compute-engine,Creating LCE compatible TFLite iOS apps,https://github.com/larq/compute-engine/issues/285
larq/compute-engine,add clang-tidy to CI,https://github.com/larq/compute-engine/issues/284
larq/compute-engine,investigating TF lite SELECTIVE_REGISTRATION feature,https://github.com/larq/compute-engine/issues/76
larq/compute-engine,add binary fully connected operator,https://github.com/larq/compute-engine/issues/53
mfinzi/equivariant-MLP,Bilinear layer randomness,https://github.com/mfinzi/equivariant-MLP/issues/21
mfinzi/equivariant-MLP,rotation equivariant MLP for 2d images,https://github.com/mfinzi/equivariant-MLP/issues/19
mfinzi/equivariant-MLP,Regression in Example,https://github.com/mfinzi/equivariant-MLP/issues/16
mfinzi/equivariant-MLP,Saving and Loading Objax EMLPs yields slightly different predictions,https://github.com/mfinzi/equivariant-MLP/issues/8
hpi-xnor/BMXNet-v2,Bump gson from 2.8.5 to 2.8.9 in /scala-package/examples,https://github.com/hpi-xnor/BMXNet-v2/pull/24
hpi-xnor/BMXNet-v2,Bump log4j-core from 2.11.1 to 2.16.0 in /scala-package,https://github.com/hpi-xnor/BMXNet-v2/pull/23
hpi-xnor/BMXNet-v2,Bump commons-io from 2.4 to 2.7 in /scala-package/packageTest,https://github.com/hpi-xnor/BMXNet-v2/pull/20
hpi-xnor/BMXNet-v2,Bump commons-io from 2.1 to 2.7 in /scala-package,https://github.com/hpi-xnor/BMXNet-v2/pull/19
hpi-xnor/BMXNet-v2,What's your training method of BNN,https://github.com/hpi-xnor/BMXNet-v2/issues/18
hpi-xnor/BMXNet-v2,Bump junit from 4.11 to 4.13.1 in /scala-package,https://github.com/hpi-xnor/BMXNet-v2/pull/17
hpi-xnor/BMXNet-v2,Bump scala.version from 2.11.8 to 2.13.2 in /scala-package,https://github.com/hpi-xnor/BMXNet-v2/pull/15
hpi-xnor/BMXNet-v2,Weights Quantization,https://github.com/hpi-xnor/BMXNet-v2/issues/13
hpi-xnor/BMXNet-v2,Can anyone convert the model into PyTorch version?,https://github.com/hpi-xnor/BMXNet-v2/issues/11
hpi-xnor/BMXNet-v2,Detail of BinaryDenseNet or BinaryResNet18E,https://github.com/hpi-xnor/BMXNet-v2/issues/8
hpi-xnor/BMXNet-v2,Query about the new update about inference on CPU and GPU.,https://github.com/hpi-xnor/BMXNet-v2/issues/5
asmirnou/watsor,start work on upgrade to latest Nvidia tensorrt version,https://github.com/asmirnou/watsor/pull/24
asmirnou/watsor,[FR] Multiple Redundant Detectors,https://github.com/asmirnou/watsor/issues/14
asmirnou/watsor,Add support for Intel Neural Compute Stick 2,https://github.com/asmirnou/watsor/issues/1
IBM/aihwkit,Adding the JART v1b memristor model for aihwkit,https://github.com/IBM/aihwkit/pull/501
